sentiment,text
0,want reservation change add service go public get help
0,follower please note take customer service call respond help via soc medium dontflyusairway
0,checkin shitshow agent behind counter try send wrong destinationrude
0,sit runway phl last min correct weight flight system jobfail
0,guesstimate hold time change flight online min count
0,try change flight due nyc travel advisory online system cancel flighted entire flight hold hr
0,yes manner harsh affect already check remorse weak alternative
1,ok thank
0,tell work joke fail
0,incapable seat mom together toddler row fail
0,bump people flight ten minute takeoff flight overbooke fail
0,call window seat
0,number call modify reservation please help frustrate american you air merger
0,completely ruin pro athlete ability prepare race help get bike need dr
0,cool tell reroute bag tell leave last night need race
0,quick let board plane sit runway hour clockwork scareway neverfail
0,also get excite go unable contact destination get talk
0,flight fracat odd zigzag movement frankfurt everything ok
0,pretty hilarious want finish awful experience something make right
0,you would think you go cancel flight flight rebook seat something last row usairwaysfail
0,online clearly state say call already explain
0,deal w fam emergency tell rebooke aa flight ord system nee help as soon as possible
1,get thanks
0,umm define extra time
0,oh yes load time run connect flight delay minute
0,hey bag damage fly yesterday
0,flight four subsequent delay destroy travel plan even look resolve matter
0,pm still bag
1,speak representative moved flight early thank much follow
0,congrat lose customer good make united weather change free min guy hr hold amp
0,suppose call internet desk especially since reservation tell directly call main number
0,you lose flight plan ur flight crew faa time thank you sit tarmac hr pathetic
0,hold minute wait talk someone flight tomorrow another number call
0,despicable flight plan lose sit tarmac hour min flight
1,hey guy want say good flight ever thank much fall asleep actually wet dream
0,help update ktn profile ticket book via aa amp info get pas hold forever
0,honor mile travel last year
0,eventually give flight memphis take original flight bc check father
0,heck one get internet desk authorize waiver would involve hold another hour
0,suppose discus matter computer badcustomerservice airlines dividendrewards
0,gt mile usair last four flight good airline much improve billing issue seat legroom air service
0,say call connect get song dance weather weather bad day call day wasteoftime
0,really try alreadygot message available next idea
0,glad sorry homeless night make feel secure
0,meantime ill sleep park bench dadeland st thanks guy
0,wonder misery consider damage breach contract lawsuit lawyerup
0,wait book along hotel nearby send anyway hotel manager disbelief
1,worry find hotel away get around problem
0,point tell sell voucher fast enough
0,kind gentleman gate tell go leave get hotel voucher ticket gate take get
0,story start two hour delay flight make miss connection miami
0,best think lousy way run airline online way connect hold amp zip
0,flight schedule tell flight cancel flightled sit cold plane hour
0,refuse compensate passenger inconvenience would even rebook another airline disappoint
0,tell wait min charge phone change fee even tho allow make change online
0,team need build capacity
0,write cr sure good customer service experience horrible
0,x tell travel advisorynow two hr hold amp disconnect fl bhm charlotte phl gohelp
0,make call usair today merge aadvantage dividend miles time say call back late flightr
0,fuck
0,dump dividend mile card forget airline exist ridiculous theworstairlineever
0,dirty damn plane take hour get plane clean refund mile pout face wasteoftime theworst
0,bad customer service ever experience ill never fly airline ever pay sleep philly fuck
0,ever sit hold lose track time
0,you air ashamed service hold hour help representative reschedule due weather
0,hold hour frustrate suspect operator come day like winclement weather
0,bad hold time crazy agent horrible accountability usairsuck
1,kudo robin lostfound reunite w ipad delightful work
0,website let change online even though airline issue travel advisory hold minute help
0,always go happen airbus boeing customer service
0,try change flight airline travel advisory hold min help
0,would less annoy road condition get bad every min you keep passenger captive good reason
1,experience exceptional service cherry denverairport greatservice professionalism
0,literally bad fly experience life fly lot
0,purchase upgrade flight week ago give someone else receive refund sop
0,figure cancel flightle flight past week come home hour delay cart pull plane break
0,minute hold help
0,transfer pleease help
0,flight treatment passenger atrocious hour delay deplane give direction
1,thank supervisor jeanine coworker excellent customer service provide
0,sympathy offer hold reservation monday night pretty awesome ask
0,express disappointment reservation department treatment sailor deal death family
0,talk supervisor jeanine could help minute talk nothing
0,think bad airline nah guy far bad decent airline
0,fly us air first time yesterday get proposition flight attendanttrue story creditcardsale
0,year naval service run travel department command
0,us airways website double charge people book flight apparently never book twice
0,already try conf via dm
0,new slogan want arrive time pick
0,crazy treat mom poorly happy usairwaysfail
0,able without reflight booking problems recharge amount plus fee help phone spoke agent amp jeanine
0,send email detail late flightr thank respond
0,last time use airline promise
0,mention silver prefer member fly every week always even meal voucher
0,need change div mile ticket travel start due weather advisory tell possible unless flight cancel flightled anyhelp
0,suppose get fresno pittsburgh instead get tomorrow
0,stick airport fresno try beat storm pittsburgh guy offer nothing horrid
0,hello question phone line jam
0,you bad airline ever figure merger dontmakemegooutside
0,follow experience
0,incompetent
0,next plane broken seat row another hour delay mad
0,make purchase take money reservationexplain
0,think you merge usairways suck worstever
1,yes thank great job turn flight jan
0,hour hold issue still resolve hope make flight hour every minute talk minute hold
1,connection make thank week daddyshome
0,bad customer service experience ever today get together
0,know folk use airline customer service ever matter really hate complain brutal
0,plane sure mean sit one story failure another fly guy
0,still wait brokenpromise notnice neveragain tellyourstory
0,team terrifyingly rude young mother amp baby try check flight phx jwa help
0,rudest crew member experience throw shade call customer reachingnewlow
0,terminal e miami still bad smelly airport ever thank nothing
0,amp tell ask many question bag may still flight easy check land seattle
0,cancelled flightled original flight aruba way home tell seat never fly
0,go flight last week delay already min think leave phl waitingagain
0,misjudge deliberate strategy see multiple time usair make staff life easy expen passenger
0,delay need extra min make would appreciate little help week
0,stuck tarmac hour half tell long go hotel available land phoenix unacceptable unhappy
0,happen worstairlineever also marie burroughs bad customer service rep ever yourairlinesucks
0,technical issue inefficient computer triage system personality compassion operator sad example sad company
0,suck ruin day vacation even june
0,maybe prepurchase meal email flight min short hour guess none offer
0,yep check gmail promotion folder regularly
0,thank nothing
0,bad plane amp gate change lot exercise travelfail let hope plane work tire
0,good info already sign option none sound like apply miss email
0,fast way get columbia sc make stay clt night delay flight
1,thank
0,please get plane together go jetblue
0,might go confirmation please wait form
0,find tix security code work try dozen time
0,nightmarish customer service far elite member appal
0,never give number elite usair aa wait hour answer seat go
0,get bag e gate b gate charlotte airport pm flight late flight cause ride us life
0,nothing important tell wait line patiencerunningout
0,someone please tell talk getittogether findurgrip
0,insult offer non require voucher goodwill offeringat least bag fly round trip
0,travel advis nyc phil pa winter weather us air post one yet still change flt wo pen
0,try request missed mileage keep say flight say call number
0,flight carryon missingstollen plane leave gate worst customer service seem anyone concern
0,check plane everyone board plane piss
0,link work via mobil
0,wish luggage day pay way st thomas san juan spent extra mess
0,get
0,run show airport boarding pas say airway wait american line yousuck
1,yes thank appreciate you check
0,book flight prn website
0,ridiculous planebroken wait board one home hour late flightr neverontime brutal paymytab
0,since maintenance problem miss flight crew equal delay due weather confuse since sunny sky
0,keep call help line keep say busy help amp call back late flightr week
0,would like watch video loyal customer really treat ask explanation hour delay
0,lie say email delay due weather sky clear city depart
1,enjoy flight far great job today tough thank make flight comfortable
0,look make right call cho please evaluate
0,check day cho need add please evaluate
1,shavon customer service desk charlotte fantastic helpful smile evn sound like long dayreward
0,another squash flight share seat another passenger idea quality travel
0,look another apology fly
0,painful hold really minute change flight
0,yep send bag philadelphia instead miamii catch itthen tell flight change tomorrow wrong fail
0,right use shuttle ticket lga bos shuttle flight probably go miss
0,need get human fast way achieve get computer
1,checkin staff phx awesome great traffic control general boarding
0,batting four flight month four delay
0,amp also tell comp upgrade etc reflight booking problems good enough usairwaysfail
0,tomorrow miss meeting today amp pointless pay hotel today purpose trip screw
0,merging aa dividendmiles yield error exact step navigate phone menu get computer
0,plane pbi clt know frozen water also see plane nyc take gate next door
0,next flight delay well charlotte luck
1,talk reservation must congratulation friendly good usair airline fly
0,fight delay hr mco stick philly standby ticket flight solution need
0,know like gate nothini like nothing bout yo ghettofab gate usairways
0,try call time past day keep get tell call back someone please help
0,gate agent clt force check bag amp proceed allow large bag huge inconvenience travel plan
0,bad customer service ticket fee worth accommodate give circumstance bos
0,see response obviously think service acceptable customerservicefail
0, sincerely sorry sean reservations work hard answer everyone call appreciate patience  false
0,weather morning divert back bos due mechanical issue far lose one day
0,contact people still answer keep send keep send
0,one appreciate sas gate agent gate lga flight irritated customer
0,get stop send email ex boyfriend account care many point
0,seat phone iwas tell get error msg due pay class upgrd tell check sound right
0,wait bag phl bag claim
1,awesome flight philly tuesday party row interested
0,flight already think airline flight attendant actually emphasize vape still smoke
0,call volume high good answer hang
1,get able switch flight charge thank
1,welcome north texas us air american air employee housing education great opportunity state texas
0,yes lose whole day frustrate poor customer service
0,sadden first tweet ever complaint customer service
0,try check online flight tomorrow try computer tablet phone get error message device
0,merge mile account site tell info match even though find difference
0,yes go pick pay cab ride rude employee poor customer service
0,staff lax really mess one fail scan suitcase tag
0,happy start trip cancel flightled flight poor customerservice
1,thank dc yet see keep link check back appreciate
0,glad spend hour try track basic information already available
0,call btv desk information exist system make easy customer access
1,awesome yes
0,website give correct info say bag miami key west entire timei get run around day
0,hold minute speak lady airport counter give
0,want find bag go hassle try claim suitcase usairwaysfail
0,literally say case open good
0,sorry try add day vacation charge change flight
1,melinda reservation greensboro nc absolute jewel thank amaze
0,two woman workng phl bag check term c et fire rude pushy treat customer disrespect
1,good gagent long time danny b dfwclt appreciate date keep irrop sup professional
1,good news get fix
0,bother waste time send you form letter amp let you choose gift certificate worstcustomerservice
0,flight push back departure
0,trip ur save grace ur cheap flight willing pay bttr service bttr airline
0,horrible experience key west lose luggage call check amp tell call back reconsider flight back
1,thank
0,need destination lunchtime today one could get flight since learn one
0,delay charlotte big surprise
0,cancel flightled flight person line one agent help rebook could hand one well
0,hold hour amp tell willing apologize stillnotonmyflight
0,happen flight bos phl daughter fiancée stick bos
0,funny apologize actually take step go amp beyond customer notimpresse
0,flight cancel flightled rebooke flight time take ill spend extra hour dca
0,sit plane almost hour wait fuel get
1,thank
0,get free mimosa compensate flight delay yet thank you
1,reservation agent phone great job
0,get ur act together start treat ur passenger w kinder sanitize plane take page perhaps
0,joke stop lose luggage
0,hold min sort reservation sync message try check wrong
0,idea customer service mean customer mess plan treat like big deal
0,still hold hour minute count platinum care problem check care
0,little help two gate agent try rebook flight
0,respect stress merger one rep reschedulereplane ppl already late flight youcandobetter
0,flight fll tell take train back pbi get car train pbi
0,fly quite bit difficult communicate agent let people know happen arrangement make
0,handle phone unfortunately wipe entire trip displeased
0,head nyc clt funny hear phone ring entire plane groan happen twice
1,make send bloody marys row
0,already let know send complaint got call back finally asleep return call back
0,flight morning flight thursday monday turn tuesday
0,speak customer service rep rude curt transfer eternal hold sad badservice mergerdisaster
0,customer service nightmare hold hour platinum member aa feel like worthless
0,never let every single flight get delay
0,sit ground charlotte gate comms flight deck great happy friday hope make connection
0,stand crowd bus past min dcapit help
0,thank flight cancel flightled maintenance reason next available flight late flight
0,yes rebooke next day wed thank upset lose additional work day pay hotel lose
0,suppose need tweet everyone horrible airline take notice let try route
0,fix as soon as possible
0,feel could well make email feel little less  care automate
0,cancel flightled flight back holiday give refund ticket phl ewr really
0,log flight booking problem need add api travel state see
1,thank help reflight booking problems cancel flightedflight yvonne anthony help get tel aviv time happyfriday
1,big thank yvonne anthony chairmans desk top tier customer service today outstanding service amp support
0,plane degree burn completely illegal
0,fuck kid
0,site tarmac philly another minute lame sorry help terrible
0,damn delay
0,would nice pull gate still sit
0,app bad one airline anything original flight time go useless
0,completely waste work day thank bad service bad friday
0,also great tweet complainer inperson help need robyn f manch useless
0,receive long amp detailed complaint letter soon long story short never fly usair
0,thank make miss connection get rebooke miss miserable day start day nothing
0,need learn operation sit plane overnight gsp realize mech problem delay flight hour
0,flight delay amp close door tell would leave hour half bad bad service
0,would give option get plane instead sit hour half know gate
0,overflow armr leg sprawl refund choice grossedout
1,appreciate prompt response
0,nothing available male flight crew nicedismissive big guy standby probably even pay choice
0,well tell sit plane hour option get
0,want hang plane day travel get work turn right back around unacceptable
0,seem likely bc team fail scan bag lax recycle bagtag number help usairwaysfail
0,complete waste day trip work turn sit plane day ridiculous
0,give option get plane sit time long actually flight
0,plane move ice move end runway sit lga one runway open
0,nothing available male flight crew nicedismissive big guy standby probably even pay
0,set lawsuit way sit plane hour half
1,thks us phl fll overall class improve food phl fll crew super
0,want sit plane dca lga hour half long flight
0,unacceptable go day day sit plane mention air
0,move plane end runway sit hour half even let
0,hi somebody avail help refund unbelievable phone w us hr day
0,plus us airways need something leave philly thaw
0,order scotch amp water fa ask want full glass half yr old first time ever ask
0,yeah mark like mile back also hour late flight thank ton great service today
0,get drink fa sit jump seat crossword glass pick land lazy service first class
0,pay choice seat choice big man next seat oldseatnocushion worstflight nohelponboard
0,first class snack basket cater drink preflight drink coathange drink service min take
0,tell last night ground stop ohare four hour obama land stop blame someone else
0,delay due frozentoilet medicalissue mechanicalissue dispatchissue hear letsgo
0,able mean private conversation help w luggage fit overhead
0,bad minute delay boston weather relate flightd go miss connect flight gas plane issue
0,bad still leave everyone miss connection
0,today flight philadelphia little disappoint unnecessary delay even snow fl
0,try book flight use mile straight day min phone still talk human
0,go miss connect flight delay fly boston
0,flight wait weight balance info past minute
1,thank refund baggage really appreciate
0,thank take flight board provide update flight minute late flight
1,go miss us airways always provide great service never let
0,never bad experience life
0,rebooke cancel flighting flight crew expire boarding unacceptable start delay
0,hr strand dcazero apology bad customer service faithful traveler year
0,response correct fact pilot fail keep passenger update
0,dca pm still due mechanical issue lack snack plane absolutely bad experience
0,almost hour late flight due mechanical
0,never fly usairway horrible experience terrible customer service
1,willsunday day away
0,unacceptable know pilot would able complete trip waste time
0,three plane flight still leave ground bad service sad
0,tell offload captain hour terrible experience
0,load onto plane hour late flight mind make sit minute
0,load flight captain hour could fly one consecutive period unacceptable
0,offload plane ridiculous
1, excite fly jb  spring break
0,actually true get seat online big hassle policy totally dishonest mislead faa
1,thank least tweet back well ok hand
0,seem unlikely without crew board
0,incorrect four people last flight night bag horriblecustomerservice
1,exicte fly soon
0,fact make customer pay choose seat try convince use psychological trick color
0,addition review blog agent pleasant experience less
0,new seat assignment service embarrassment airline customer worldwide shameonyou usairwayssuck
0,bad experience ever guy  see blog tomorrow experience maybe help make well
0,freeze bus circle
0,please explain plenty time since stranded
0,doubt amp r still hold captive ground dca little communication front would b nice
0,cost change ticket cost purchase new ticket
0,sit freeze bus nobody plane
0,already speak someone several time matter one sympathetic fly home early complimentary
0,want get home
0,stand alone buy tix base usair confirm flight good confirmation change anyway
0,dcagthpn you r prof hostage takerswe stand bus plane minnow sit plane mvmt amp announcement gt hour
0,bet pay customer know check flight delay thank
0,even use return flight home change fee charge expensive force purchase new ticket
0,oh great hour delay get sit plane another hour without move flight awful
0,sorry receive company least could fly home early extra charge
0,never fly guy extremely disorganize many delay
0,buddy currently delay hour count dca way cae golf week compensation flydelta
0,flight delay flight miss connection  help
0,flight connect
0,even simple google search flight number tell gate difficult sure disappointed
0,yes sure guy know gate occupy keep wait
0,wow mile program ripoffquick ticket fee hope end unemployment
0,bos gt dca delay need stop file complaint faa consumer affairs
0,sit tarmac wait deplane minute level service come expect
0,gladly take loyal customer money cause inconvenience nothing help fix problem cause
0,least could make cause ruin people memory ashamed
0,late flight plane miss flight crew maintenance problem gate switch time call customer service
0,due expensive change fee either airline choose could screw stranded help
0,afford international change fee rebook trip want go home turn afford go home
0,ruin honeymoon cause miss international flight strand
1,fa attendant phl pwm tonight fab asset team great night team
0,thank overflight booking problems first class automatically downgrade upgrade min board ffstatusdontmatter thenewaa
1,grandbabie week travel dc birth thank reasonable fare see saturday
1,thank fare dtw dca much low thank win
0,flight phl london sit tarmac wno far update pilot give
0,already four time
0,minute hold seriously average wait time minute maybe maybe understaffed
0,submit refund request flight day ago need
1,know thank evaluate far chairman
0,seriously share concern four time already avail geezzzzz frustrate flyer
0,hot food hour flight crazy could eat phl bc original connection min late flight give phltolas
0,seriously flight delay cinci philly due new ground staff miss connection man uk argue hotel what the f
0,thank continue bad airline need extra hour sleep hour travel anyway
0,guess respond compliment sorry think even one
0,usairway disappoint cancel flighted flight miss appointment promise refund lie
0,minute hold wait speak agent come usairways ridiculous baggagelost usairway
0,unable locate baggage frustrate son clothe need zfv yyz usairway baggagelost
0,already question still say progress day
0,kid bad customer service folk fly psp phx flight cont
1,thank get reschedule direct flight nola tonight minutesand hopefully hour early get
0,problem flight gainesville us airways clt miss connect flight iad get another flight
0,still rep talk day late flightr you r ask checkin flight tmrw refund request deal w
0,flight wait minute rsw wait weight balance clearance come let leave
0,mark complete scare go lose reservation money go refund
0,complete case still say progress paypals website reserve
0,appreciate call flight delay record msg tedious amp go amp vote text practical
0,horrible communication delay flight lga get email second w different delay time horrible
1,thank finally get bag customer service rep wonderful
0,min hold time hang manager mike dividend mile dept tough justify stick us air cc status
0,never fail disappoint
0,platinum flyer buy tkt aa also account link check flight tomorrow
0,person take ticket rude delay minute overfill fuel plane
0,flight seattle much fuel water lavoratorie nice job guy est behind
1,flight phxgtord lead fa bill professional fa see year fly usair ab card
1,miss work take philly flight bos  gt phl many time seat
0,total lack cust service mom fly solo w baby fly w air
0,pure anarchy flight slc people walk nothing pack bag arm full stuff getittogether
0,knowhockey stick expensive baggage handler throw cart
1,problem thing work airport thank
0,try help much reservation seem overwhelmed issue
0,take lesson wait passenger connect flight shame
1,yes domestic flight thank
1,thank make safely
0,say connection good stillbut another reflight booking problems last thing need today
0,tell talk delay flight aa tell talk us ihatemerger
0,holdup look another flight
0,go take hournot okay usair okay ruin everything
0,delay far
0,min hung always awful call reservation
0,guess take chance amp keep courtesy free seem cabin always full
0,hour late flightr lose conection pout face
0,hold reservation line embarrass aa platinum member
1,love change lounge cheese veggie olive addition cracker snack mix
1,thank another method also would nice appears design flaw
0,yes every one every flight like need velcro something
0,please secure footr shelf business class airplane
0,forget fuel realize cargo add plane one way try mask delay
0,gate team polite plane habitually late flight many case passenger wait flight crew
0,fuk you us airways yo shitty chicken salad sandwich overprice you fuking make wait hr layover fuk you
0,uncertainty know you run account you create policy undue penalty job reqe flexibility
0,let go runway mechanical problem wewantcomp
0,what the f go dc bos twice go back back gate leave runway total bs
0,move tarmac delay unknown reason ill keep post
0,keep miss update connection need make jax friend wedding strandedattheairport
0,guy lose luggage suppose flight highly disappointed med clothe
0,poor excuse towards front plane sandwich pay
0,patient annoy book travel online make people wait phone
0,still yuma wait go look like may miss montereyregionalairport need option please
0, thank feedback alan  thank you help watch flt lve wopen seat wait nxt flt
1,laughing out loud
0,still wait response
0,call use credit fm prev cxl tix rebooke onlinerep call quote high website
0,basically stuck pay hide fee bump inferior flight jetblue come usairway merger
0,oh irony dog spot bark wait area right front please send cocktail coupon stat
1,thank gate agent state college pa able get early flight figure early connection
1,think weird mileage
0,kid anxious husband sit current setup warn seat change
0,guy switch inform chathe
0,bad airline everleft without luggage day submit expense offer refund badservice
0,app bad feel bad
0,still irritated well plan book return mess amp warn
0,probably lose family world traveler customer due broken process hope fix
0,yes thank never see anything like come yuma time big disappointment still wait
0,hear lot instead feedback get back home
0,backwards process use credit flight even try get hold customer relation impossible
0,destroy life eastern lively little event profit
0,hour cross country morning flight food badservice
0,understand sympathetic get back pay especially switch flight
0,buy ticket month ago seat together change flight kid seat scatter plane
0,person check people plane board minute tell people exec bene honor
0,cancel flightled due maintenance plane hour get shit together lot people unhappy
0,year every time us air something happen sit wait reschedule flight hour say
0,switch american airlines flight choice charge bag thought merge
0,flight cost happen fly problem come us time
0,get philly monday get final destination south carolina wednesday acceptable
0,hour still one yuma counter
0,people line stupid heck
0,people line wait minute customer service representative
0,feel sorry aa
0,one yuma ticket counter minute people line terrible service
0,amaze day delay hr bc frozen plane sit gate plane min still wait
0,stick philadelphia airport hour due maintenance dread flight back home disgust
0,ill sincerely regret dividend mile good thing come end
1,thanks
0,thank tell flight time plane break inferior airline
0,call resolve dividend mile issue week avail please advise as soon as possible
0,finally answer rude help
1,success make flight please thank crew great time recovery
1,far good week sav clt board departure time first time week perhaps time departure
0,hold min count cause charge credit card bag provide receipt say error awful
0,still sit feel badly handle
1,lilly sju check fabulous
0,hold two hour get hang oh god
0,phone hold min try speak agent change reservation online sigh badcustomerexperience
1,thank
0,music hold hour try get aadvantage membership merge someone please call as soon as possible
0,sorry mean flight suppose depart say issue
0,move seat buy month ago happen far often
0,could change name dothatd awesome also plane smell like onion ring
1,tbt every day
0,issue flight jax delay tonight
0,get rebooke send wrong gate travel back correct flight tiredampfrustrate
1,dl send ethan new pant white revive laundry tab great guy good crew err single
0,update flight philly la sit gate close hour
0,price honor wait hour hold make sure still get price originally start
1,thank refund bag fee look forward return today hope
0,happen phl lax hr delay poor communication
0,stick phx overnight service get bad fly southwest
0,leave stay flight get bag suck run baby bag
0,face tear joy pas frustrate hour ago ask get first plane sit hour
1,thank
0,another bad experience today frozen pipe miss connection
0,course yeah travel get hard ask passenger switch fact attitude
0,never imagine would hard spend money us air stubbornly hope someone come back phone
0,find great price thru us air honeymoon website work hold hour tell min
0,flight phf clt terminal get plane yet need get iah flight
0,hold two seat flight phx las delay flight go arrive ontime
0,chairman class flight today system cancel flightled ticket kick
0,hold minute get receipt know guy busy think time high staff
1,thank hour layover la thumb ice cake least staff courteous helpful unreal
0,yeah expect hour
0,wish fly cancelled flightle flight tomorrow never notify flyus ripoff
0,mphx still plane wait wait
0,try merge freq flyer acct keep get error message machine call provide help
0,hold captain late flighthis bag fit
1,thank slow inbound plane need worry eyw late flight great holz ahead cheer grin face
0,turn seat cushion clean area please explain issue
0,book seat end last row label occupy play musical chair min unacceptable
0,phone support rebooke orig flt late flight make
1,kudo phone support charlotte gate staff
0,let say directly correlate flightd chance replacement case know would cost airline less
0,afternoon conference las vegas would rather plan ahead run thru airport attempt
0,try stick tarmac wait gate may miss connection
0,think move lot business first impression count glad mile cash
0,flight delayedconnection help flight help via email
0,hey let know bad fuck service ever use thank nothing
0,part try call cust serv system hang twice system issue please advise
0,wife try check flight tonight rswwebsite allow say must go airport part
0,laughing out loud thank switch american
0,preciate get plane speak w agent come plane knoxville
0,call reservation change able put note problem tsa
0,delay tys likely go miss connection clt cun get get today help
0,plz plz plz hold eyw phl gtclt soo late flight go miss connection
0,hate
0,passenger maiden name end last name online flight booking problems yes understand non transferable
0,understand airway get tsa problem
0,pay seat expect able use full seat
0,passenger large put armr use part seat recourse nothappy
0,tell code upgrade clearly purchase seat mile refuse downgrade ripoff
0,gate agent say book full sorry ticket class seat call customer service land
0,empty class chairman move due silly award travel rule trump common sense customer service fail
0,airline open soon confidence booster
0,check last night airport supervisor w boarding pas boarding today seat change happen
0,new problemhad wrong last name reservation airway fix new get tsa
0,cardholder fly airway advantage card frustrate
0,bad trip little customer service
0,test patience even shall say morning wait hour gate find gate agent
0,fly manchester international philadelphia get email delay information connect flight
0,thank cincyjust landedyou add frequent flyer mile account long incredibly frustrate day
0,credit card statement receive anything way look
0,wait hold long wait hold forever never receive confirm place help
0,deal w solve prob team create manch nh staff clearly cteam by the way notevenjv
0,unfortunately doubt consistently subpar service improve merger usairways
1,thank fill claim hope bag tomorrow
0,cancel flight flight love another flight forget bag
0,tell ticket expire never recvd notice expire sucksi pay mile amp tckt
1,captain flight phxphl tonight hilarious greet pointy end airplane haha thank
0,bad customer service still provide answer even drive back clt airport rude amp unacceptable fail
0,run patience sit bus without air front plane communication
0,delay cancel flightlation double layover hour late flightrcould least get extra dividend mile
0,take original flight suppose arrive last night today get til
0,sit minute runway dca gate full early land late flight flight
0,let us plane please go gate absurd
0,trip row miss luggage like last time pay baggage transport
0,lose luggage yay
0,really frustrate endlessly wait phl ground crew taxi night take long
0,thank call redirect flight smoothoperation
0,bad customer service experience help
0,try reach dividend mile extend ticket last day call get message call back
0,airline misplace airline attendant reagan airport since cincy delay try find
0,flight finally arrive charlotte book luggage thru lga room flight mess
0,hold hour still know bag refund flight weather
0,wife flight change due weather checkin return flight fail possible usair cancel flightled
1,thank fix hour delay
0,yup minute limit wait hold thank nothing
0,patience acceptable
1,flight amp flight attendant flight freaky coincidence plus side great
1,land safely everything work
0,explain hold hour dumb use different airline wth
0,use even flight dcadsm early return middle work day inconvenient
0,delay max
1,sunday wait see
0,well nofun nocustomerservice onhold try make reservation nothappy
0,take long get gate flight take minute fly time minute runway far
0,attempt ckin flight day site unable retrieve detail call twice disconnect
0,email week ago still nothing
0,would willing pay anything change flight help
0,yeah guy tell call website book book website unacceptable
0,still wait captain report call time get grind crewand still sit runway evenlate flightr
0,real mvp hold flight connect philly tampa
1,finally rectify flight situation thank
1,time today phl nice work thereisafirstforeverythe
0,likely lose business terrible experience many time stick tarmac last min cancel flightle flight
0,day find bag anywhere bc say never scan amp technically never leave lax
0,ground crew dca already late flight arrive evenlate flightr
0,tell tough break unacceptable even tell bag
1,ice cream front solid
1,shout pilot fingers crossed attendanteliz us super strong crosswind land eliz super job throughout
0,tell correct tag luggage luggage apparently la charlotte ok
0,software break call customer support fix like say early yell developer
0,double book speak cs get plan fix still amateur mistake never happen
0,hey guy due horrible customer service issue way get check bag credit
0,delay day weather top get yell late flight notify time change welldone
0,great experience first time fly us airways go forward ill probably take business elsewhere
0,loose lot business use barclays believe apply card live iowa
0,accommodate dsm flight tonight delay myrtle beach flight dsm back tonight
0,far get six different answer
0,oh certainly two pende transaction bank account really happy charge double
0,go hear notfriendly please wait repeat hold transfer idk
0,captain turn seat belt sign people get walk around good
0,sorry well hr without bag get straight answer call today
0,yall need work online checkout system two bank transaction one ticket bush league yell dev
0,wish way problem wdeicingthree amp hour delay far amp sill sure well take
0,could run usexpresspsa worth damn would stick horrible clt
0,run piece shit airline thank ruin aa
0, appreciate shoutout roberto dm confirmation code forward ur kind word  confirmation code
0,finally back board door close reopen need fuel think someone wd think early
0,secondary screen piece plane miss anything want tell
0,sit tarmac pit min announcement sit
0,appreciate actually monitor twitter please pas along feedback try call time day
0,help frustrate hour call you end disconnection answer especially div pref member
0,think ever you airway flight go smoothly
0,please improve phone system go multiple prompt amp menu tell call back late flightr major fail
0,service leave lot desire flight early short staff mean wait tarmacthanks
0,late flightr flight charleston leave flight schedule early wrong
0,delay cha miss connection charlotte lga good
0,add seven hour day far want take odd bag carousel kc notcool
0,miss uncle funeral hope find another flight considerate
0,last flight cancel flightled disappointed
0,lose faithful customer
0,time one able help
1,marsha myrtle beach great deserve respect praise thankyouforeverythe
0,seriously attendant go awol min flight far delay lite match either
0,joined silver preferred hear customer service great pity misguide
0,bad practice disappointed airline preparedhonestly last time fly guy
0,well worthless regular service bunch nothing idiot suck
0,change well late flightr find flight schedule ready
0,cancelled flightlations delay cause miss connect flight another night home thank pathetic
0,understandable issue create new flight without personnel iti change plan accommodate
0,thank need locate luggage
1,depart yet let get high hope everything schedule far
0,thank show interest greenville sc
0,app suck ball compare
0,usairway flight late flight get charlotte miss connector phoenix thank last time ever fly usair
0,admiral club clt rude ignorant front desk staff fall farthanks doug parker
0,clt jfk nasty plane dirty seat amp floor rude flight attendant hopefully aa get clean disgust vile
0,pay ticket still say pende normal want money account
1,ok thank tell ground delay due snow
0,make cancel flight car reservation come moneywhy reschedule time without crew
0,flight cancel flightled yesterday move today stop dc flight delay due lack crew
0,think already say one respond auto response wait auto response
1,first class way seat airplane selector head
0,start try reach real person hour ago still luck
0,wife boston say snow right
0,try call customer service line keep que min please hold care
0,see lie auto respond insult email suck
1,pple great job w madness however system need help appreciate hard work amp push b well
1,thank give away seat another fine job
0,stick plane due snow boston actually snow boston usair flight
0,wait desk hold countingphoto desk agent phone flatter
1,thanks
0,cancel flight flight time past daysand experience worstnever
1,thank betty work gate ilm lovely gate agent clt help get home phx tonight instead tomorrow
0,realize weather day day flight keep get cancel flighted please prioritize ur passenger help
0,help get response usairwayssuck
0,team back home luggage wet partly damage happy blizzard
1,surprisingly quick response time thanks
0,stop cancelled flighting flight provide real help customer strandedinnashville
0,strike againlost bag two theworst
0,cancel flight trip la bc weather easy us air make pay use credit never
0,point baggage claim ticket scan track
0,access dividend miles week automate phone keep tell call back late flightr frustrate livepersonplease
0,even track bag see like disappear
0,get ahold anyone speak miss mile month since travel amp submit twice online
0,sit plane minute say another minute something paper work suck
0,go well day call call separate occasion past couple week never get person
0,spend room amp transportation whole flight
0,ask reimbursement maybe mile add account inconvenience money spend
